folioviv,foliohog,numren,trab,tipo_trab1,tipo_trab2,ocupa1,ocupa2
0100062603,1,01,1,1,0,1,0
0100062603,1,02,1,1,0,1,0
0100062603,1,03,1,1,0,1,0
0100062603,1,05,1,1,1,1,1
0100062606,2,01,1,1,0,1,0
0100062606,2,02,1,1,0,1,0
0100062606,2,03,1,1,0,1,0
0100062606,2,04,1,1,0,1,0
0100084801,1,01,1,3,0,1,0
0100084801,1,02,1,3,0,1,0
0100084801,1,03,1,1,0,1,0
0100084801,1,04,1,3,0,1,0
0100084803,1,01,1,3,0,1,0
0100084803,1,02,1,1,0,1,0
0100084804,1,01,1,3,0,1,0
0100084804,1,02,1,3,0,1,0
0100084806,1,02,1,1,0,1,0
0100084806,1,04,1,1,0,1,0
0100084806,1,05,1,1,0,1,0
0100084806,2,01,1,1,0,1,0
0100095404,1,02,1,1,0,1,0
0100095406,1,01,1,3,0,1,0
0100095406,1,03,1,1,0,1,0
0100095406,1,04,1,1,1,1,1
0100104902,1,01,1,1,0,1,0
0100104902,1,02,1,1,0,1,0
0100104905,1,02,1,1,0,1,0
0100104906,1,01,1,1,0,1,0
0100113301,1,01,1,1,0,1,0
0100113303,1,01,1,1,0,1,0
0100113305,1,02,1,1,0,1,0
0100113306,1,01,1,1,0,1,0
0100116503,1,02,1,1,0,1,0
0100116503,1,03,1,3,0,1,0
0100116503,1,04,1,1,0,1,0
0100116504,1,01,1,1,0,1,0
0100116504,1,02,1,1,0,1,0
0100116505,1,01,1,3,0,1,0
0100116505,1,02,1,1,0,1,0
0100116506,1,01,1,1,0,1,0
0100116506,1,02,1,1,0,1,0
0100117601,1,01,1,1,0,1,0
0100117601,1,03,1,1,0,1,0
0100117602,1,01,1,1,0,1,0
0100117605,1,01,1,1,0,1,0
0100139001,1,02,1,1,0,1,0
0100139001,1,03,1,1,0,1,0
0100139002,1,03,1,3,0,1,0
0100139002,1,04,1,1,0,1,0
0100139005,1,01,1,1,2,1,1
0100139005,1,02,1,1,0,1,0
0100139005,1,03,1,1,0,1,0
0100139006,1,01,1,3,0,1,0
0100144201,1,04,1,1,0,1,0
0100144202,1,02,1,3,0,1,0
0100144202,1,03,1,3,0,1,0
0100144202,1,04,1,1,0,1,0
0100144205,1,01,1,3,0,1,0
0100144205,1,02,1,1,0,1,0
0100160703,1,01,1,3,0,1,0
0100160703,1,03,1,3,0,1,0
0100160704,1,01,1,3,0,1,0
0100160704,1,02,1,1,0,1,0
0100160706,1,03,1,1,0,1,0
0100160706,1,04,1,1,0,1,0
0100160706,1,05,1,1,0,1,0
0100175501,1,01,1,3,0,1,0
0100175501,1,02,1,1,0,1,0
0100175501,1,03,1,1,0,1,0
0100175501,1,04,1,1,0,1,0
0100175502,1,01,1,1,0,1,0
0100175502,1,02,1,1,0,1,0
0100175502,1,03,1,1,0,1,0
0100175502,1,04,1,1,0,1,0
0100175502,1,08,1,1,1,1,1
0100175502,2,01,1,1,0,1,0
0100175503,1,01,1,1,0,1,0
0100175503,1,02,1,1,0,1,0
0100175504,1,01,1,1,0,1,0
0100175504,1,02,1,1,0,1,0
0100175505,1,01,1,1,0,1,0
0100175505,1,03,1,1,0,1,0
0100175506,1,03,1,1,0,1,0
0100175506,1,04,1,1,0,1,0
0100175506,1,05,1,1,0,1,0
0100175506,1,06,1,1,0,1,0
0100189601,1,01,1,1,0,1,0
0100189604,1,01,1,1,0,1,0
0100189606,1,01,1,3,0,1,0
0100199801,1,01,1,1,1,1,1
0100199801,1,03,1,1,0,1,0
0100199801,1,05,1,1,1,1,1
0100199804,1,01,1,1,0,1,0
0100199804,1,02,1,3,0,1,0
0100199805,1,01,1,1,0,1,0
0100199805,1,02,1,3,0,1,0
0100199806,1,02,1,1,0,1,0
0100203403,1,01,1,1,0,1,0
0100203404,1,01,1,1,0,1,0
0100203405,1,02,1,1,0,1,0
0100203405,1,03,1,1,0,1,0
0100203406,1,01,1,1,0,1,0
0100203406,1,03,1,1,0,1,0
0100203406,1,04,1,1,0,1,0
0100211901,1,01,1,1,0,1,0
0100211901,1,02,1,1,0,1,0
0100211903,1,01,1,1,0,1,0
0100211904,1,01,1,1,0,1,0
0100211905,1,02,1,1,0,1,0
0100215301,1,03,1,1,0,1,0
0100215304,1,01,1,3,0,1,0
0100215305,1,01,1,1,3,1,1
0100221001,1,01,1,1,0,1,0
0100221001,1,02,1,1,0,1,0
0100221003,1,02,1,1,0,1,0
0100221005,1,01,1,1,0,1,0
0100221006,1,01,1,3,0,1,0
0100221006,1,02,1,1,0,1,0
0100225802,1,01,1,2,0,1,0
0100225802,1,03,1,1,0,1,0
0100225806,1,01,1,1,0,1,0
0100225806,1,02,1,1,0,1,0
0100225806,1,03,1,1,0,1,0
0100231201,1,01,1,1,0,1,0
0100231202,1,02,1,1,0,1,0
0100231202,1,04,1,1,0,1,0
0100231202,1,05,1,1,0,1,0
0100231204,1,01,1,3,0,1,0
0100231204,1,03,1,1,0,1,0
0100231206,1,01,1,3,0,1,0
0100254703,1,01,1,3,0,1,0
0100254703,1,02,1,1,0,1,0
0100261501,1,03,1,1,0,1,0
0100261503,1,02,1,1,3,1,1
0100261505,1,01,1,3,0,1,0
0100261505,1,03,1,1,0,1,0
0100261505,1,08,1,1,0,1,0
0100261506,1,01,1,1,0,1,0
0100261506,1,03,1,1,0,1,0
0100267601,1,01,1,1,3,1,1
0100267601,1,02,1,3,0,1,0
0100267602,1,02,1,1,0,1,0
0100267604,1,01,1,3,0,1,0
0100279401,1,01,1,1,0,1,0
0100279401,1,02,1,1,1,1,1
0100279401,1,03,1,1,0,1,0
0100279403,1,01,1,1,0,1,0
0100279404,1,01,1,1,0,1,0
0100279404,1,02,1,1,0,1,0
0100290901,1,01,1,1,0,1,0
0100290901,1,02,1,1,0,1,0
0100290901,1,03,1,1,0,1,0
0100290902,1,01,1,3,0,1,0
0100290902,1,02,1,1,0,1,0
0100290903,1,01,1,3,0,1,0
0100290903,1,02,1,1,0,1,0
0100290903,1,03,1,1,0,1,0
0100290905,1,01,1,3,0,1,0
0100290905,1,03,1,1,0,1,0
0100291801,1,01,1,1,0,1,0
0100291804,1,03,1,1,0,1,0
0100298401,1,01,1,1,3,1,1
0100298401,1,02,1,1,0,1,0
0100298401,1,03,1,1,0,1,0
0100298403,1,01,1,1,0,1,0
0100298403,1,03,1,1,0,1,0
0100299902,1,02,1,1,0,1,0
0100299905,1,01,1,3,0,1,0
0100299905,1,02,1,1,0,1,0
0100305305,1,01,1,1,0,1,0
0100305306,1,01,1,1,0,1,0
0100305306,1,02,1,1,0,1,0
0100305306,1,03,1,1,0,1,0
0100305306,1,04,1,1,0,1,0
0100305306,1,05,1,1,0,1,0
0100309002,1,01,1,3,0,1,0
0100318201,1,01,1,3,0,1,0
0100318205,1,02,1,1,0,1,0
0100327701,1,01,1,1,0,1,0
0100327702,1,02,1,1,0,1,0
0100327704,1,03,1,1,0,1,0
0100327704,1,05,1,1,0,1,0
0100327706,1,01,1,3,0,1,0
0100327706,1,02,1,1,0,1,0
0100327706,1,03,1,1,1,1,1
0100329501,1,01,1,3,0,1,0
0100329501,1,03,1,1,0,1,0
0100329501,2,01,1,3,0,1,0
0100329501,2,03,1,1,0,1,0
0100329501,2,04,1,1,0,1,0
0100329501,2,05,1,1,0,1,0
0100329503,1,02,1,1,0,1,0
0100340601,1,01,1,2,0,1,0
0100340601,1,02,1,1,0,1,0
0100340601,1,04,1,1,0,1,0
0100340602,1,01,1,1,0,1,0
0100340602,1,02,1,3,0,1,0
0100340602,1,04,1,1,0,1,0
0100340603,1,01,1,3,0,1,0
0100340605,1,01,1,1,0,1,0
0100340605,1,02,1,1,0,1,0
0100340606,1,01,1,1,0,1,0
0100340606,1,03,1,1,0,1,0
0100340606,1,05,1,1,0,1,0
0100360801,1,01,1,3,0,1,0
0100360801,1,02,1,2,0,1,0
0100360801,1,03,1,1,0,1,0
0100360803,1,01,1,1,0,1,0
0100360804,1,01,1,1,0,1,0
0100360804,1,02,1,1,0,1,0
0100360804,1,03,1,1,0,1,0
0100360804,1,04,1,3,0,1,0
0100360805,1,04,1,1,0,1,0
0100360805,1,05,1,1,0,1,0
0100375402,1,01,1,1,0,1,0
0100375405,1,01,1,3,0,1,0
0100375405,1,03,1,1,0,1,0
0100375405,1,04,1,1,0,1,0
0100391901,1,02,1,1,0,1,0
0100391902,1,01,1,1,1,1,1
0100391902,1,02,1,3,0,1,0
0100397301,1,01,1,1,0,1,0
0100397302,1,01,1,1,0,1,0
0100397302,1,03,1,1,0,1,0
0100398003,1,01,1,1,0,1,0
0100398003,1,03,1,1,0,1,0
0100398004,1,03,1,1,0,1,0
0100398005,1,02,1,1,0,1,0
0100398005,1,03,1,1,0,1,0
0100398006,1,01,1,1,0,1,0
0100398006,1,02,1,3,3,1,1
0100407201,1,01,1,1,0,1,0
0100407202,1,01,1,3,0,1,0
0100407202,1,02,1,3,0,1,0
0100407202,1,04,1,1,0,1,0
0100407204,1,01,1,1,0,1,0
0100407204,1,02,1,1,0,1,0
0100407204,1,03,1,1,0,1,0
0100407205,1,01,1,1,1,1,1
0100407206,1,01,1,3,0,1,0
0100417002,1,01,1,1,0,1,0
0100417003,1,02,1,1,0,1,0
0100417006,1,01,1,1,1,1,1
0100417006,1,03,1,1,0,1,0
0100419702,1,01,1,1,0,1,0
0100419702,1,02,1,3,0,1,0
0100419702,1,03,1,1,1,1,1
0100419702,1,04,1,1,1,1,1
0100419703,1,01,1,1,3,1,1
0100419705,1,01,1,1,3,1,1
0100419705,1,03,1,1,0,1,0
0100419705,1,04,1,1,0,1,0
0100425201,1,03,1,1,0,1,0
0100425203,1,01,1,1,0,1,0
0100425204,1,01,1,1,1,1,1
0100425204,1,02,1,1,0,1,0
0100425205,1,03,1,1,0,1,0
0100425205,1,04,1,1,0,1,0
0100425206,1,01,1,1,0,1,0
0100432501,1,01,1,1,0,1,0
0100432502,1,01,1,1,0,1,0
0100432502,1,02,1,1,0,1,0
0100432503,1,01,1,1,0,1,0
0100432503,1,02,1,1,0,1,0
0100432505,1,02,1,1,0,1,0
0100432506,1,01,1,1,1,1,1
0100440601,1,02,1,1,0,1,0
0100440601,1,05,1,1,0,1,0
0100440601,1,06,1,1,0,1,0
0100440603,1,03,1,1,0,1,0
0100440604,1,01,1,1,0,1,0
0100440604,1,02,1,1,0,1,0
0100440605,1,02,1,1,0,1,0
0100440606,1,02,1,1,0,1,0
0100446803,1,01,1,3,0,1,0
0100446803,1,02,1,3,0,1,0
0100446804,1,01,1,1,0,1,0
0100446805,1,01,1,3,0,1,0
0100446805,1,02,1,3,0,1,0
0100446806,1,01,1,1,0,1,0
0100446806,1,02,1,1,0,1,0
0100446806,1,03,1,1,0,1,0
0100448701,1,02,1,1,0,1,0
0100448702,1,01,1,1,0,1,0
0100448703,1,01,1,1,3,1,1
0100448703,1,02,1,3,0,1,0
0100448704,1,01,1,3,0,1,0
0100448705,1,01,1,3,0,1,0
0100448705,1,02,1,1,3,1,1
0100448706,1,02,1,1,0,1,0
0100451401,1,01,1,1,0,1,0
0100451401,1,02,1,1,0,1,0
0100451402,1,01,1,1,0,1,0
0100451403,1,03,1,1,0,1,0
0100451404,1,01,1,1,0,1,0
0100451404,1,02,1,1,0,1,0
0100451405,1,01,1,1,0,1,0
0100451405,1,02,1,1,0,1,0
0100451405,1,04,1,1,0,1,0
0100451406,1,01,1,1,0,1,0
0100456902,1,01,1,2,0,1,0
0100456902,1,03,1,1,0,1,0
0100456902,1,04,1,1,0,1,0
0100456904,1,01,1,1,0,1,0
0100456904,1,02,1,1,0,1,0
0100456906,1,01,1,1,0,1,0
0100456906,1,02,1,1,0,1,0
0100456906,1,03,1,1,0,1,0
0100465502,1,01,1,3,0,1,0
0100465503,1,01,1,1,0,1,0
0100465503,1,02,1,1,0,1,0
0100465503,1,03,1,1,0,1,0
0100465506,1,01,1,1,0,1,0
0100465506,1,02,1,1,0,1,0
0100465506,1,03,1,1,0,1,0
0100469302,1,01,1,1,0,1,0
0100469302,1,02,1,1,0,1,0
0100469302,1,04,1,1,0,1,0
0100469303,1,02,1,1,0,1,0
0100469303,1,03,1,2,0,1,0
0100469304,1,03,1,1,0,1,0
0100469305,1,03,1,1,0,1,0
0100469305,1,04,1,1,0,1,0
0100469306,1,01,1,1,0,1,0
0100471001,1,01,1,1,0,1,0
0100471001,1,04,1,1,0,1,0
0100471002,1,01,1,3,0,1,0
0100471003,1,03,1,1,0,1,0
0100471004,1,01,1,1,0,1,0
0100471005,1,01,1,1,3,1,1
0100471005,1,03,1,1,0,1,0
0100471005,1,04,1,1,0,1,0
0100471006,1,01,1,1,0,1,0
0100489202,1,01,1,1,0,1,0
0100489202,1,02,1,1,1,1,1
0100489202,1,03,1,1,0,1,0
0100489202,1,04,1,1,0,1,0
0100489205,1,01,1,1,0,1,0
0100489205,1,02,1,3,0,1,0
0100491701,1,02,1,1,0,1,0
0100491702,1,02,1,1,0,1,0
0100491702,1,03,1,1,0,1,0
0100491705,1,01,1,1,0,1,0
0100491706,1,01,1,3,0,1,0
0100491706,1,02,1,3,0,1,0
0100498501,1,01,1,1,0,1,0
0100498501,1,02,1,1,0,1,0
0100498503,1,01,1,3,0,1,0
0100498503,1,02,1,1,0,1,0
0100498504,1,01,1,1,0,1,0
0100498504,1,02,1,1,0,1,0
0100498505,1,03,1,1,0,1,0
0100498505,1,04,1,1,0,1,0
0100498506,1,01,1,1,0,1,0
0100502602,1,01,1,1,0,1,0
0100502602,1,02,1,1,0,1,0
0100502602,1,03,1,1,0,1,0
0100502603,1,01,1,1,0,1,0
0100502603,1,02,1,1,0,1,0
0100502603,1,03,1,1,0,1,0
0100502604,1,02,1,1,0,1,0
0100503801,1,01,1,1,1,1,1
0100503801,1,02,1,1,1,1,1
0100503801,1,03,1,1,0,1,0
0100503801,1,04,1,1,0,1,0
0100503805,1,01,1,1,0,1,0
0100503806,1,01,1,3,0,1,0
0100510401,1,01,1,3,0,1,0
0100510402,1,01,1,1,0,1,0
0100510402,1,02,1,3,0,1,0
0100510402,1,04,1,1,0,1,0
0100510403,1,01,1,3,0,1,0
0100510404,1,01,1,1,0,1,0
0100510406,1,01,1,3,0,1,0
0100510406,1,02,1,1,1,1,1
0100510406,1,04,1,1,0,1,0
0100522601,1,01,1,1,0,1,0
0100522601,1,02,1,1,0,1,0
0100522602,1,01,1,3,3,1,1
0100522602,1,02,1,1,0,1,0
0100522602,1,03,1,1,0,1,0
0100522602,1,04,1,1,0,1,0
0100522604,1,01,1,1,0,1,0
0100522605,1,01,1,1,0,1,0
0100522605,1,02,1,3,0,1,0
0100522606,1,01,1,1,0,1,0
0100524901,1,01,1,1,0,1,0
0100524902,1,01,1,1,0,1,0
0100524902,1,02,1,1,0,1,0
0100524902,1,03,1,1,0,1,0
0100524902,1,05,1,1,0,1,0
0100524903,1,01,1,1,0,1,0
0100524903,1,02,1,1,0,1,0
0100524905,1,02,1,1,0,1,0
0100524905,1,03,1,1,0,1,0
0100524906,1,02,1,1,0,1,0
0100529301,1,01,1,1,1,1,1
0100529301,1,02,1,1,0,1,0
0100529302,1,01,1,1,0,1,0
0100529302,1,02,1,1,0,1,0
0100529302,1,03,1,1,0,1,0
0100530001,1,01,1,1,0,1,0
0100530001,1,02,1,1,0,1,0
0100530003,1,01,1,1,1,1,1
0100530003,1,02,1,1,0,1,0
0100530004,1,03,1,1,0,1,0
0100530005,1,01,1,1,0,1,0
0100530005,1,02,1,1,0,1,0
0100530006,1,02,1,1,0,1,0
0100530006,1,04,1,1,0,1,0
0100530006,1,05,1,3,0,1,0
0100531201,1,02,1,1,0,1,0
0100531201,1,03,1,1,0,1,0
0100531201,1,04,1,1,0,1,0
0100531202,1,01,1,3,0,1,0
0100531202,1,02,1,3,0,1,0
0100531203,1,01,1,1,0,1,0
0100531204,1,01,1,1,0,1,0
0100531204,1,02,1,1,0,1,0
0100531204,1,03,1,1,0,1,0
0100531205,1,03,1,1,0,1,0
0100537701,1,03,1,1,0,1,0
0100537702,1,03,1,1,0,1,0
0100537702,1,04,1,1,0,1,0
0100537703,1,01,1,1,0,1,0
0100537706,1,01,1,3,0,1,0
0100537706,1,02,1,1,0,1,0
0100540502,1,01,1,1,0,1,0
0100540503,1,03,1,1,0,1,0
0100540503,1,04,1,1,0,1,0
0100540503,1,05,1,1,0,1,0
0100540506,1,01,1,1,0,1,0
0100540506,1,02,1,1,0,1,0
0100568802,1,01,1,1,0,1,0
0100568802,1,02,1,1,0,1,0
0100568804,1,02,1,1,0,1,0
0100568804,1,04,1,1,0,1,0
0100568804,1,05,1,1,0,1,0
0100568804,1,07,1,1,1,1,1
0100568806,1,01,1,1,0,1,0
0100572602,1,01,1,3,0,1,0
0100572602,1,03,1,1,0,1,0
0100578901,1,03,1,1,0,1,0
0100578903,1,02,1,3,0,1,0
0100578904,1,01,1,3,0,1,0
0100578905,1,01,1,1,0,1,0
0100578906,1,01,1,1,0,1,0
0100578906,1,02,1,1,0,1,0
0100584801,1,03,1,1,0,1,0
0100584801,1,04,1,1,0,1,0
0100584802,1,03,1,1,0,1,0
0100584803,1,01,1,1,0,1,0
0100584803,1,02,1,3,0,1,0
0100584804,1,01,1,1,0,1,0
0100584805,1,01,1,1,0,1,0
0100584805,2,01,1,3,0,1,0
0100584805,3,01,1,1,0,1,0
0100584806,1,01,1,1,3,1,1
0100584806,1,03,1,1,0,1,0
0100584806,1,05,1,1,0,1,0
0100590401,1,01,1,1,0,1,0
0100590401,1,02,1,1,0,1,0
0100590406,1,01,1,1,0,1,0
0100590406,1,03,1,1,0,1,0
0100592901,1,02,1,1,0,1,0
0100592902,1,01,1,3,0,1,0
0100592902,1,02,1,3,0,1,0
0100592904,1,01,1,1,0,1,0
0100592906,1,01,1,1,0,1,0
0100592906,1,02,1,1,0,1,0
0100592906,1,04,1,1,0,1,0
0100601301,1,01,1,1,0,1,0
0100601302,1,02,1,3,0,1,0
0100601302,1,03,1,1,0,1,0
0100601302,1,04,1,3,0,1,0
0100601302,1,05,1,1,0,1,0
0100601302,1,06,1,3,0,1,0
0100601303,1,02,1,1,0,1,0
0100601305,1,01,1,3,0,1,0
0100601305,1,02,1,1,0,1,0
0100601306,1,01,1,1,0,1,0
0100601306,1,02,1,3,0,1,0
0100602301,1,01,1,1,0,1,0
0100602301,1,03,1,1,0,1,0
0100602303,1,01,1,3,0,1,0
0100602305,1,01,1,1,1,1,1
0100613001,1,02,1,1,0,1,0
0100613001,1,03,1,1,0,1,0
0100613002,1,02,1,1,0,1,0
0100613003,1,02,1,1,0,1,0
0100613005,1,01,1,1,0,1,0
0100613006,1,01,1,1,0,1,0
0100628201,1,01,1,1,0,1,0
0100628202,1,01,1,1,0,1,0
0100628202,1,02,1,1,1,1,1
0100628202,1,03,1,1,0,1,0
0100628202,1,04,1,1,0,1,0
0100628203,1,01,1,1,0,1,0
0100628203,1,02,1,1,0,1,0
0100628203,1,03,1,1,0,1,0
0100628206,1,01,1,1,3,1,1
0100634701,1,01,1,1,0,1,0
0100634701,1,02,1,3,0,1,0
0100634704,1,01,1,3,0,1,0
0100634704,1,02,1,1,0,1,0
0100634704,1,03,1,1,0,1,0
0100634704,1,04,1,1,0,1,0
0100634704,1,05,1,1,0,1,0
0100634704,1,06,1,1,0,1,0
0100634704,1,07,1,1,0,1,0
0100634704,1,08,1,1,0,1,0
0100634705,1,01,1,1,0,1,0
0100657501,1,01,1,1,0,1,0
0100657501,1,02,1,1,0,1,0
0100657503,1,01,1,3,0,1,0
0100657505,1,01,1,2,0,1,0
0100657506,1,01,1,3,0,1,0
0100657506,1,02,1,3,0,1,0
0100657506,1,03,1,1,0,1,0
0100657506,1,04,1,1,0,1,0
0100663601,1,03,1,1,0,1,0
0100663603,1,01,1,1,0,1,0
0100663603,1,02,1,1,0,1,0
0100663605,1,01,1,1,0,1,0
0100663605,1,02,1,1,0,1,0
0100691801,1,01,1,1,0,1,0
0100691803,1,02,1,1,0,1,0
0100691804,1,02,1,1,0,1,0
0100691804,1,03,1,1,0,1,0
0100691806,1,01,1,1,3,1,1
0100691806,1,02,1,1,1,1,1
0100714401,1,01,1,1,0,1,0
0100714401,1,02,1,1,0,1,0
0100714402,1,01,1,1,0,1,0
0100714403,1,01,1,1,0,1,0
0100714403,1,02,1,1,0,1,0
0100714404,1,01,1,1,0,1,0
0100714405,1,01,1,1,0,1,0
0100714405,1,02,1,1,0,1,0
0100714406,1,01,1,1,3,1,1
0100714406,1,02,1,3,3,1,1
0100714406,1,03,1,1,0,1,0
0100714406,1,04,1,1,0,1,0
0100714406,1,05,1,1,0,1,0
0100714406,1,06,1,1,0,1,0
0100729901,1,01,1,1,0,1,0
0100729901,1,02,1,1,0,1,0
0100729902,1,01,1,1,0,1,0
0100729902,1,02,1,1,0,1,0
0100729903,1,01,1,1,0,1,0
0100729903,1,02,1,1,0,1,0
0100729903,1,03,1,1,0,1,0
0100729904,1,01,1,1,0,1,0
0100729904,1,02,1,1,0,1,0
0100729904,1,03,1,1,0,1,0
0100729904,1,04,1,1,0,1,0
0100729905,1,01,1,3,0,1,0
0100729905,1,02,1,1,0,1,0
0100729906,1,01,1,3,0,1,0
0100732301,1,01,1,1,0,1,0
0100732301,1,02,1,1,0,1,0
0100732301,1,04,1,1,0,1,0
0100732303,1,01,1,1,0,1,0
0100732305,1,01,1,1,0,1,0
0100732305,2,01,1,3,0,1,0
0100732305,3,01,1,1,0,1,0
0100732306,1,01,1,1,0,1,0
0100737001,1,01,1,3,0,1,0
0100737001,1,03,1,1,0,1,0
0100737002,1,01,1,3,0,1,0
0100737002,1,02,1,1,0,1,0
0100737002,1,03,1,1,0,1,0
0100737003,1,03,1,1,0,1,0
0100737005,1,01,1,1,0,1,0
0100737005,1,02,1,1,0,1,0
0100737005,1,03,1,1,0,1,0
0100737005,1,04,1,1,0,1,0
0100737006,1,01,1,1,0,1,0
0100737006,1,02,1,3,0,1,0
0100739002,2,01,1,1,0,1,0
0100739003,1,04,1,1,0,1,0
0100739004,1,01,1,1,0,1,0
0100743203,1,01,1,1,0,1,0
0100743204,1,03,1,1,0,1,0
0100743204,1,08,1,1,0,1,0
0100743205,1,01,1,1,0,1,0
0100743205,1,02,1,1,0,1,0
0100743206,1,01,1,1,0,1,0
0100746702,1,02,1,3,0,1,0
0100746702,1,04,1,1,0,1,0
0100746702,1,05,1,1,0,1,0
0100746702,1,08,1,1,0,1,0
0100746703,1,01,1,1,0,1,0
0100746703,1,02,1,1,0,1,0
0100746704,1,01,1,1,0,1,0
0100746704,1,02,1,1,0,1,0
0100746704,1,03,1,1,0,1,0
0100746704,1,08,1,1,0,1,0
0100746704,1,09,1,1,0,1,0
0100746706,1,03,1,1,0,1,0
0100746706,1,04,1,1,0,1,0
0100746706,1,05,1,1,0,1,0
0100746706,1,06,1,1,0,1,0
0100746706,1,07,1,1,0,1,0
0100747501,1,02,1,2,0,1,0
0100747503,1,01,1,1,0,1,0
0100747503,1,03,1,3,0,1,0
0100747504,1,01,1,1,0,1,0
0100747504,1,02,1,1,0,1,0
0100747504,1,03,1,1,0,1,0
0100747505,1,02,1,1,0,1,0
0100747505,1,03,1,1,0,1,0
0100747505,1,04,1,1,0,1,0
0100747505,1,05,1,1,0,1,0
0100747506,1,01,1,1,0,1,0
0100758601,1,01,1,3,0,1,0
0100758602,1,01,1,1,0,1,0
0100758602,1,02,1,3,0,1,0
0100758602,1,03,1,1,0,1,0
0100758602,1,04,1,1,0,1,0
0100758602,1,05,1,3,0,1,0
0100758604,1,02,1,3,0,1,0
0100758604,1,03,1,1,0,1,0
0100758605,1,01,1,1,0,1,0
0100758605,1,02,1,1,0,1,0
0100758605,1,04,1,1,0,1,0
0100758606,1,01,1,1,1,1,1
0100758606,1,02,1,1,0,1,0
0100758606,1,03,1,1,0,1,0
0100758606,1,05,1,1,0,1,0
0100763804,1,01,1,1,0,1,0
0100763805,1,01,1,1,0,1,0
0100763806,1,01,1,1,0,1,0
0100763806,1,02,1,1,0,1,0
0100767401,1,01,1,1,0,1,0
0100767401,1,02,1,1,0,1,0
0100767401,1,03,1,1,0,1,0
0100767402,1,01,1,1,0,1,0
0100767403,1,01,1,1,0,1,0
0100767406,1,03,1,1,0,1,0
0100767406,1,04,1,3,0,1,0
0100767406,1,05,1,1,0,1,0
0100767406,1,07,1,1,0,1,0
0100768901,1,01,1,1,0,1,0
0100768901,1,03,1,1,0,1,0
0100768901,1,04,1,1,0,1,0
0100768901,1,06,1,1,0,1,0
0100768903,1,01,1,1,0,1,0
0100768903,1,03,1,1,0,1,0
0100768904,1,04,1,1,0,1,0
0100769301,1,01,1,3,0,1,0
0100769301,1,02,1,1,0,1,0
0100769301,1,03,1,1,0,1,0
0100769301,1,04,1,1,0,1,0
0100769302,1,02,1,1,0,1,0
0100769302,1,04,1,1,0,1,0
0100769303,1,01,1,2,0,1,0
0100769303,1,02,1,1,0,1,0
0100769304,1,02,1,1,0,1,0
0100769304,1,03,1,1,0,1,0
0100769305,1,01,1,1,1,1,1
0100769305,1,02,1,3,0,1,0
0100794004,1,01,1,3,0,1,0
0100794006,1,01,1,1,0,1,0
0100797206,1,01,1,3,1,1,1
0100797206,1,02,1,1,0,1,0
0100797206,1,03,1,1,0,1,0
0100797206,1,05,1,1,0,1,0
0100798701,1,01,1,1,0,1,0
0100798701,1,02,1,3,0,1,0
0100798701,1,03,1,1,0,1,0
0100798705,1,01,1,1,0,1,0
0100798705,1,02,1,1,0,1,0
0100798705,1,03,1,1,0,1,0
