folioviv,foliohog,numren,trab,tipo_trab1,tipo_trab2,ocupa1,ocupa2
0100434604,1,02,1,1,0,1,0
0100434604,1,03,1,1,0,1,0
0100434605,1,01,1,1,0,1,0
0100434605,1,02,1,1,0,1,0
0100434605,1,03,1,1,0,1,0
0100434606,1,02,1,1,0,1,0
0100434606,1,03,1,1,0,1,0
0100447801,1,01,1,1,0,1,0
0100447802,1,01,1,1,0,1,0
0100447802,1,02,1,1,0,1,0
0100447803,1,01,1,3,0,1,0
0100447804,1,01,1,3,0,1,0
0100447805,1,01,1,3,0,1,0
0100447805,1,02,1,1,0,1,0
0100447806,1,03,1,1,0,1,0
0100450601,1,01,1,3,0,1,0
0100450601,1,02,1,3,0,1,0
0100450605,1,01,1,3,0,1,0
0100450605,1,03,1,1,0,1,0
0100455001,1,01,1,3,0,1,0
0100455001,1,02,1,1,0,1,0
0100455002,1,01,1,3,3,1,1
0100455002,1,02,1,3,0,1,0
0100455003,1,01,1,1,0,1,0
0100455003,1,02,1,1,0,1,0
0100455004,1,02,1,1,0,1,0
0100455004,1,03,1,1,0,1,0
0100455004,1,04,1,1,0,1,0
0100455005,1,01,1,1,0,1,0
0100455005,1,03,1,1,0,1,0
0100455006,1,01,1,1,0,1,0
0100455006,1,03,1,1,0,1,0
0100455006,1,04,1,1,0,1,0
0100459301,1,01,1,3,0,1,0
0100459302,1,03,1,1,0,1,0
0100459303,1,01,1,3,0,1,0
0100459304,1,04,1,3,0,1,0
0100459305,1,01,1,1,0,1,0
0100459305,1,02,1,3,0,1,0
0100459306,1,01,1,1,0,1,0
0100459306,1,02,1,1,0,1,0
0100459306,1,03,1,1,0,1,0
0100459306,1,04,1,3,0,1,0
0100459306,1,05,1,1,0,1,0
0100465301,1,02,1,1,0,1,0
0100465302,1,01,1,1,0,1,0
0100465302,1,02,1,1,0,1,0
0100465303,1,01,1,3,0,1,0
0100465303,1,03,1,1,0,1,0
0100465305,1,01,1,1,0,1,0
0100465305,1,02,1,1,0,1,0
0100465305,1,03,1,3,0,1,0
0100465305,1,04,1,1,0,1,0
0100465306,1,03,1,1,0,1,0
0100465306,1,04,1,1,0,1,0
0100466501,1,02,1,1,0,1,0
0100466501,1,04,1,3,0,1,0
0100466501,1,05,1,1,0,1,0
0100466501,1,07,1,1,1,1,1
0100466501,1,11,1,1,0,1,0
0100466502,1,01,1,1,0,1,0
0100466502,1,02,1,3,0,1,0
0100466503,1,02,1,1,0,1,0
0100466504,1,01,1,3,0,1,0
0100466504,1,03,1,1,0,1,0
0100466504,1,04,1,3,1,1,1
0100466505,1,01,1,1,0,1,0
0100466506,1,01,1,1,0,1,0
0100468501,1,01,1,3,0,1,0
0100468501,1,04,1,1,0,1,0
0100468503,1,01,1,1,0,1,0
0100468503,1,02,1,1,0,1,0
0100468504,1,01,1,1,0,1,0
0100468504,1,02,1,1,0,1,0
0100468505,1,01,1,1,0,1,0
0100468506,1,01,1,1,0,1,0
0100480804,1,01,1,1,0,1,0
0100480805,1,01,1,1,0,1,0
0100480805,1,02,1,1,0,1,0
0100480806,1,01,1,1,0,1,0
0100480806,1,02,1,1,0,1,0
0100497001,1,01,1,1,0,1,0
0100497002,1,01,1,1,1,1,1
0100497003,1,01,1,1,0,1,0
0100522701,1,01,1,3,0,1,0
0100522701,1,02,1,1,0,1,0
0100522702,1,01,1,1,0,1,0
0100522702,1,02,1,1,0,1,0
0100522702,1,03,1,1,0,1,0
0100522703,1,01,1,1,0,1,0
0100522703,1,02,1,1,0,1,0
0100522703,1,03,1,1,0,1,0
0100522703,1,04,1,1,0,1,0
0100522703,1,05,1,1,0,1,0
0100522703,1,06,1,1,0,1,0
0100522703,1,07,1,1,0,1,0
0100522703,1,08,1,1,0,1,0
0100522704,1,01,1,3,3,1,1
0100522704,1,02,1,1,1,1,1
0100522704,1,03,1,1,0,1,0
0100522706,1,01,1,1,0,1,0
0100525901,1,01,1,1,0,1,0
0100525901,1,02,1,1,0,1,0
0100525902,1,01,1,1,0,1,0
0100525903,1,01,1,1,0,1,0
0100525903,1,02,1,1,0,1,0
0100525904,1,01,1,3,0,1,0
0100525905,1,03,1,1,0,1,0
0100525905,1,04,1,1,0,1,0
0100526202,1,01,1,3,0,1,0
0100526202,1,04,1,1,0,1,0
0100526202,1,05,1,1,0,1,0
0100526203,1,01,1,1,0,1,0
0100526203,1,03,1,1,0,1,0
0100526204,1,01,1,1,0,1,0
0100526204,1,02,1,3,0,1,0
0100526204,1,03,1,1,0,1,0
0100526205,1,01,1,1,0,1,0
0100526206,1,02,1,1,0,1,0
0100528401,1,01,1,1,0,1,0
0100528401,1,02,1,1,0,1,0
0100528403,1,02,1,1,0,1,0
0100528403,1,03,1,1,0,1,0
0100528404,1,01,1,1,0,1,0
0100528404,1,02,1,1,0,1,0
0100528404,1,03,1,1,1,1,1
0100528405,1,01,1,1,3,1,1
0100528406,1,01,1,1,0,1,0
0100528406,1,02,1,1,0,1,0
0100545601,1,02,1,1,3,1,1
0100545604,1,01,1,1,0,1,0
0100545604,1,02,1,1,0,1,0
0100545604,1,03,1,1,0,1,0
0100545605,1,01,1,1,0,1,0
0100545605,1,03,1,1,0,1,0
0100548801,1,01,1,3,0,1,0
0100548801,1,02,1,1,0,1,0
0100548802,1,01,1,1,0,1,0
0100548802,1,04,1,1,0,1,0
0100548805,1,01,1,3,0,1,0
0100548806,1,01,1,1,0,1,0
0100549702,1,02,1,1,0,1,0
0100549702,1,03,1,1,0,1,0
0100549702,1,04,1,1,0,1,0
0100549703,1,01,1,1,0,1,0
0100549703,1,02,1,1,0,1,0
0100549704,1,01,1,1,0,1,0
0100549704,1,02,1,1,0,1,0
0100549705,1,03,1,1,0,1,0
0100549705,1,04,1,1,0,1,0
0100549706,1,01,1,1,0,1,0
0100549706,1,02,1,1,0,1,0
0100551904,1,04,1,1,0,1,0
0100551906,1,01,1,1,1,1,1
0100554202,1,02,1,1,0,1,0
0100554205,1,01,1,1,0,1,0
0100554206,1,01,1,3,0,1,0
0100554206,1,03,1,1,0,1,0
0100556402,1,02,1,1,0,1,0
0100556402,1,03,1,1,0,1,0
0100556403,1,03,1,1,0,1,0
0100556403,1,04,1,1,0,1,0
0100556404,1,01,1,1,0,1,0
0100556405,1,03,1,1,0,1,0
0100556406,1,02,1,1,0,1,0
0100563601,1,01,1,3,0,1,0
0100563601,1,02,1,1,0,1,0
0100563601,1,03,1,3,0,1,0
0100563602,1,01,1,1,0,1,0
0100563603,1,01,1,1,0,1,0
0100563603,1,04,1,1,0,1,0
0100563604,1,01,1,1,0,1,0
0100563604,1,02,1,1,0,1,0
0100563605,1,01,1,1,0,1,0
0100563605,1,03,1,1,0,1,0
0100563606,1,02,1,1,0,1,0
0100572302,1,01,1,2,0,1,0
0100572302,1,02,1,1,0,1,0
0100572305,1,01,1,2,0,1,0
0100572305,1,04,1,1,0,1,0
0100572306,1,01,1,1,0,1,0
0100572306,1,02,1,2,0,1,0
0100572306,1,03,1,1,0,1,0
0100573502,1,01,1,1,0,1,0
0100573503,1,01,1,3,0,1,0
0100573504,1,01,1,3,0,1,0
0100573504,1,03,1,2,0,1,0
0100573505,1,01,1,1,0,1,0
0100573506,1,01,1,3,0,1,0
0100573506,1,02,1,3,0,1,0
0100573506,1,03,1,1,0,1,0
0100574701,1,01,1,1,3,1,1
0100574704,1,03,1,1,0,1,0
0100574706,1,01,1,1,0,1,0
0100582903,1,02,1,1,0,1,0
0100582903,1,03,1,1,0,1,0
0100582903,1,04,1,1,0,1,0
0100582905,1,01,1,1,0,1,0
0100582905,1,02,1,1,0,1,0
0100594002,1,01,1,3,0,1,0
0100594005,1,02,1,1,0,1,0
0100600303,1,01,1,1,0,1,0
0100600303,1,02,1,1,0,1,0
0100600304,1,02,1,1,0,1,0
0100600305,1,01,1,1,0,1,0
0100600305,1,02,1,1,0,1,0
0100600305,1,05,1,1,0,1,0
0100600306,1,01,1,1,0,1,0
0100600306,1,02,1,1,0,1,0
0100600306,1,03,1,1,0,1,0
0100600306,1,04,1,1,0,1,0
0100609201,1,03,1,1,1,1,1
0100609205,1,01,1,3,0,1,0
0100609205,1,02,1,3,0,1,0
0100609205,1,03,1,1,0,1,0
0100609205,1,04,1,1,0,1,0
0100609205,1,05,1,1,0,1,0
0100614401,1,01,1,1,0,1,0
0100614405,1,02,1,1,0,1,0
0100622501,1,02,1,1,0,1,0
0100622501,1,03,1,1,0,1,0
0100622501,1,04,1,1,0,1,0
0100622502,1,01,1,3,0,1,0
0100622502,1,02,1,3,1,1,1
0100622503,1,02,1,3,0,1,0
0100622505,1,03,1,1,0,1,0
0100625701,1,01,1,3,0,1,0
0100625703,1,03,1,1,0,1,0
0100625704,1,03,1,1,0,1,0
0100625704,1,04,1,1,0,1,0
0100625706,1,01,1,1,3,1,1
0100625706,1,02,1,1,0,1,0
0100625706,1,03,1,1,0,1,0
0100625706,1,04,1,1,0,1,0
0100625706,1,05,1,1,0,1,0
0100625706,1,06,1,1,0,1,0
0100627901,1,01,1,1,0,1,0
0100627901,1,02,1,1,0,1,0
0100627902,1,01,1,1,0,1,0
0100627903,1,01,1,1,0,1,0
0100627903,1,04,1,1,0,1,0
0100627904,1,01,1,1,0,1,0
0100627904,1,02,1,3,0,1,0
0100627904,1,03,1,1,0,1,0
0100627905,1,01,1,1,0,1,0
0100627905,1,02,1,1,0,1,0
0100627905,1,05,1,1,0,1,0
0100630202,1,01,1,1,0,1,0
0100630202,1,02,1,1,0,1,0
0100630203,1,02,1,1,0,1,0
0100630206,1,01,1,1,0,1,0
0100643401,1,01,1,1,0,1,0
0100643401,1,02,1,1,0,1,0
0100643401,1,03,1,1,0,1,0
0100643402,1,01,1,1,0,1,0
0100643402,1,02,1,1,0,1,0
0100643402,1,03,1,1,0,1,0
0100643402,1,04,1,1,1,1,1
0100643402,1,05,1,1,0,1,0
0100643403,1,01,1,1,0,1,0
0100643405,1,03,1,1,0,1,0
0100643406,1,01,1,1,0,1,0
0100651601,1,02,1,1,0,1,0
0100651603,1,01,1,1,0,1,0
0100651604,1,01,1,1,0,1,0
0100651606,1,01,1,1,0,1,0
0100651606,1,03,1,1,0,1,0
0100652801,1,01,1,3,0,1,0
0100652801,1,02,1,1,0,1,0
0100652802,1,02,1,1,0,1,0
0100652802,1,03,1,3,0,1,0
0100652803,1,02,1,1,0,1,0
0100652803,1,03,1,1,0,1,0
0100652805,1,02,1,1,0,1,0
0100652805,1,03,1,1,0,1,0
0100652806,1,01,1,3,0,1,0
0100661602,1,01,1,1,0,1,0
0100661604,1,01,1,3,0,1,0
0100661606,1,01,1,1,3,1,1
0100661606,1,02,1,3,0,1,0
0100661606,1,04,1,1,0,1,0
0100668801,1,01,1,1,0,1,0
0100668802,1,01,1,1,0,1,0
0100668802,1,02,1,1,0,1,0
0100668803,1,01,1,1,0,1,0
0100668806,1,01,1,1,0,1,0
0100672001,1,01,1,1,0,1,0
0100672001,1,02,1,1,0,1,0
0100672002,1,01,1,1,0,1,0
0100672003,1,01,1,1,0,1,0
0100672004,1,01,1,3,0,1,0
0100672004,1,03,1,3,0,1,0
0100672004,1,04,1,1,0,1,0
0100672004,1,05,1,1,0,1,0
0100692002,1,01,1,1,0,1,0
0100692004,1,01,1,1,3,1,1
0100692004,1,02,1,1,1,1,1
0100692005,1,01,1,1,0,1,0
0100692005,1,02,1,1,0,1,0
0100697301,1,01,1,1,0,1,0
0100697302,1,01,1,1,0,1,0
0100697302,1,02,1,3,0,1,0
0100697303,1,01,1,3,0,1,0
0100697304,1,01,1,1,0,1,0
0100697304,1,02,1,1,0,1,0
0100697305,1,01,1,1,0,1,0
0100697305,1,03,1,1,1,1,1
0100697305,1,04,1,1,0,1,0
0100697306,1,01,1,1,0,1,0
0100697306,1,02,1,1,0,1,0
0100701501,1,01,1,1,0,1,0
0100701501,1,02,1,1,0,1,0
0100701502,1,02,1,1,0,1,0
0100701502,1,03,1,1,0,1,0
0100701502,1,04,1,1,0,1,0
0100701502,1,05,1,1,0,1,0
0100701503,1,01,1,1,0,1,0
0100701505,1,01,1,1,0,1,0
0100701505,1,03,1,1,0,1,0
0100701505,1,05,1,1,3,1,1
0100701506,1,01,1,1,0,1,0
0100701506,1,02,1,1,0,1,0
0100707803,1,01,1,1,0,1,0
0100707803,1,02,1,1,0,1,0
0100707803,1,03,1,1,0,1,0
0100707803,1,04,1,1,0,1,0
0100707804,1,03,1,3,0,1,0
0100707805,1,01,1,1,0,1,0
0100712001,1,01,1,3,0,1,0
0100712001,1,02,1,3,0,1,0
0100712002,1,02,1,1,0,1,0
0100712003,1,02,1,1,0,1,0
0100712003,1,03,1,1,0,1,0
0100712004,1,01,1,3,0,1,0
0100712004,1,02,1,3,0,1,0
0100712004,1,03,1,1,0,1,0
0100712004,1,04,1,1,0,1,0
0100712005,1,02,1,1,0,1,0
0100712006,1,01,1,1,3,1,1
0100712006,1,02,1,1,0,1,0
0100722701,1,01,1,3,0,1,0
0100722701,1,03,1,1,0,1,0
0100722706,1,02,1,1,0,1,0
0100728301,1,01,1,1,0,1,0
0100728301,1,02,1,1,0,1,0
0100728301,1,04,1,1,0,1,0
0100728304,1,01,1,1,0,1,0
0100728304,1,02,1,1,0,1,0
0100728304,1,03,1,1,0,1,0
0100728304,1,04,1,1,0,1,0
0100728305,1,01,1,3,0,1,0
0100728305,1,02,1,1,0,1,0
0100728305,1,03,1,1,0,1,0
0100728305,1,04,1,1,0,1,0
0100728306,1,02,1,1,0,1,0
0100728306,1,03,1,1,0,1,0
0100728306,1,04,1,1,0,1,0
0100757501,1,01,1,1,0,1,0
0100757501,1,02,1,1,0,1,0
0100757502,1,01,1,3,0,1,0
0100757502,1,02,1,1,0,1,0
0100757502,1,03,1,1,0,1,0
0100757502,1,04,1,1,0,1,0
0100757503,1,01,1,1,0,1,0
0100757503,1,02,1,1,0,1,0
0100757504,1,01,1,1,0,1,0
0100757504,1,02,1,1,3,1,1
0100757504,1,03,1,1,0,1,0
0100757506,1,01,1,1,0,1,0
0100758701,1,01,1,3,0,1,0
0100758701,1,02,1,3,0,1,0
0100758702,1,01,1,1,0,1,0
0100758703,1,01,1,3,0,1,0
0100758703,1,02,1,1,0,1,0
0100758704,1,03,1,1,0,1,0
0100758705,1,01,1,1,0,1,0
0100758705,1,02,1,1,0,1,0
0100758705,1,03,1,1,0,1,0
0100758706,1,01,1,1,0,1,0
0100760901,1,01,1,1,0,1,0
0100760901,1,02,1,3,0,1,0
0100760901,1,03,1,1,0,1,0
0100760901,1,04,1,1,0,1,0
0100760902,1,01,1,1,0,1,0
0100760902,1,03,1,1,0,1,0
0100760903,1,01,1,1,0,1,0
0100760903,1,02,1,1,0,1,0
0100760903,1,03,1,1,0,1,0
0100760903,1,04,1,1,0,1,0
0100760904,1,03,1,1,0,1,0
0100760904,1,04,1,1,0,1,0
0100760905,1,01,1,3,3,1,1
0100760906,1,01,1,1,0,1,0
0100760906,1,02,1,1,0,1,0
0100780302,1,01,1,3,0,1,0
0100780302,1,02,1,1,1,1,1
0100780302,1,03,1,1,0,1,0
0100780303,1,02,1,1,0,1,0
0100780306,1,01,1,1,0,1,0
0100780306,1,02,1,1,3,1,1
0100800503,1,01,1,3,0,1,0
0100800503,1,02,1,1,2,1,1
0100800503,1,03,1,1,0,1,0
0100800503,1,04,1,3,0,1,0
